"Year";"month";"SOI";"P";"Panomaly"
1927;"Apr";6.9;32.08;-13.51
1927;"May";6;16.38;-24.06
1927;"Jun";8.3;33.49;3.32
1927;"Jul";6.1;21.09;-11.09
1927;"Aug";-5;17.45;-11.06
1927;"Sep";-0.4;17.99;-8.24
1927;"Oct";-4.3;35.93;-0.36
1927;"Nov";-8;43.93;-3.38
1927;"Dec";7.7;98.27;26.37
1928;"Jan";-10.1;60.04;-40.85
1928;"Feb";10.5;137.8;48.74
1928;"Mar";13.8;85.51;10.79
1928;"Apr";11.9;58.12;12.53
1928;"May";-2.7;15.53;-24.91
1928;"Jun";-7.9;34.17;4
1928;"Jul";-0.4;26.56;-5.62
1928;"Aug";9.8;8.33;-20.18
1928;"Sep";8.1;13.35;-12.88
1928;"Oct";9.1;25.63;-10.66
1928;"Nov";2.6;40;-7.31
1928;"Dec";11.8;57.89;-14.01
1929;"Jan";16;99.04;-1.85
1929;"Feb";18;101.49;12.43
1929;"Mar";5.1;64.28;-10.44
1929;"Apr";4.5;68.23;22.64
1929;"May";-12.2;10.4;-30.04
1929;"Jun";1;28.96;-1.21
1929;"Jul";1.6;11.82;-20.36
1929;"Aug";0.1;20.22;-8.29
1929;"Sep";-0.4;17.16;-9.07
1929;"Oct";7.9;25.21;-11.08
1929;"Nov";11.1;39.9;-7.41
1929;"Dec";5.7;57.89;-14.01
1930;"Jan";12.7;140.29;39.4
1930;"Feb";7.7;82.92;-6.14
1930;"Mar";1.8;39.9;-34.82
1930;"Apr";-3.8;19.82;-25.77
1930;"May";2.1;57.72;17.28
1930;"Jun";-5.5;50.64;20.47
1930;"Jul";-4.3;30.58;-1.6
1930;"Aug";-1.8;29.16;0.65
1930;"Sep";-7;15.89;-10.34
1930;"Oct";3.6;72.86;36.57
1930;"Nov";1.9;32.1;-15.21
1930;"Dec";-1.4;61.89;-10.01
1931;"Jan";7;60.82;-40.07
1931;"Feb";-14.9;38.51;-50.55
1931;"Mar";5.6;81.17;6.45
1931;"Apr";8.6;54.42;8.83
1931;"May";13.1;58.68;18.24
1931;"Jun";18.8;49.27;19.1
1931;"Jul";9.4;26.13;-6.05
1931;"Aug";0.1;14.23;-14.28
1931;"Sep";5.1;27.88;1.65
1931;"Oct";-12.9;22.84;-13.45
1931;"Nov";-4.7;64.66;17.35
1931;"Dec";4.7;87.69;15.79
1932;"Jan";1.8;51.59;-49.3
1932;"Feb";-3.6;46.82;-42.24
1932;"Mar";-2.5;64.47;-10.25
1932;"Apr";-2.1;47.89;2.3
1932;"May";2.8;40.95;0.51
1932;"Jun";-4.7;27.01;-3.16
1932;"Jul";-5;21.18;-11
1932;"Aug";-6.9;23.12;-5.39
1932;"Sep";-8.8;28.23;2
1932;"Oct";-4.3;26.3;-9.99
1932;"Nov";-4.7;40.13;-7.18
1932;"Dec";3.2;58.92;-12.98
1933;"Jan";-11.1;77.06;-23.83
1933;"Feb";4.9;92.62;3.56
1933;"Mar";-2;31.25;-43.47
1933;"Apr";3.6;37.52;-8.07
1933;"May";6;24.92;-15.52
1933;"Jun";-3.9;36.63;6.46
1933;"Jul";3.5;60.71;28.53
1933;"Aug";-0.5;25.04;-3.47
1933;"Sep";2;46.11;19.88
1933;"Oct";3.6;41.83;5.54
1933;"Nov";7.2;95.46;48.15
1933;"Dec";8.2;91.22;19.32
1934;"Jan";6.5;88.56;-12.33
1934;"Feb";0.1;120.76;31.7
1934;"Mar";0.2;30.63;-44.09
1934;"Apr";6.1;54.36;8.77
1934;"May";-7.4;17.22;-23.22
1934;"Jun";10.7;32.7;2.53
1934;"Jul";2.9;43.69;11.51
1934;"Aug";-22.4;28.05;-0.46
1934;"Sep";-6.4;21.84;-4.39
1934;"Oct";4.2;60.76;24.47
1934;"Nov";13.1;65.71;18.4
1934;"Dec";-2.4;39.14;-32.76
1935;"Jan";6.5;65.74;-35.15
1935;"Feb";-4.6;46.41;-42.65
1935;"Mar";12.2;44.95;-29.77
1935;"Apr";2.8;34.71;-10.88
1935;"May";-6.6;19.47;-20.97
1935;"Jun";-2.3;45.64;15.47
1935;"Jul";-0.4;36.31;4.13
1935;"Aug";2.1;21.58;-6.93
1935;"Sep";6.3;38.61;12.38
1935;"Oct";7.3;39.71;3.42
1935;"Nov";3.9;15.72;-31.59
1935;"Dec";-4;40.88;-31.02
1936;"Jan";-2;99.35;-1.54
1936;"Feb";0.6;93.88;4.82
1936;"Mar";1.8;126.64;51.92
1936;"Apr";22.6;29.09;-16.5
1936;"May";4.4;37.25;-3.19
1936;"Jun";-1.5;42.92;12.75
1936;"Jul";4.2;46.38;14.2
1936;"Aug";-8.9;27.76;-0.75
1936;"Sep";2.6;17.44;-8.79
1936;"Oct";-0.1;18.82;-17.47
1936;"Nov";-13.9;18.58;-28.73
1936;"Dec";0.6;101.12;29.22
1937;"Jan";9.4;86.13;-14.76
1937;"Feb";-5;73.81;-15.25
1937;"Mar";6.2;101.65;26.93
1937;"Apr";2;11.44;-34.15
1937;"May";-0.3;13.86;-26.58
1937;"Jun";3.4;31.81;1.64
1937;"Jul";-5.6;17.47;-14.71
1937;"Aug";3.3;24.03;-4.48
1937;"Sep";0.8;15.91;-10.32
1937;"Oct";-2.5;27.51;-8.78
1937;"Nov";-2;46.91;-0.4
1937;"Dec";6.7;43.62;-28.28
1938;"Jan";7.5;94.7;-6.19
1938;"Feb";3.4;96.73;7.67
1938;"Mar";-3.6;31.64;-43.08
1938;"Apr";3.6;20.91;-24.68
1938;"May";13.1;42.41;1.97
1938;"Jun";18;31.67;1.5
1938;"Jul";18.5;35.9;3.72
1938;"Aug";13;28;-0.51
1938;"Sep";7.5;11.04;-15.19
1938;"Oct";12.8;36.07;-0.22
1938;"Nov";1.9;45.51;-1.8
1938;"Dec";13.8;17.88;-54.02
1939;"Jan";17;90.31;-10.58
1939;"Feb";7.7;108.03;18.97
1939;"Mar";11.6;109.12;34.4
1939;"Apr";9.4;64.61;19.02
1939;"May";-1.1;20.71;-19.73
1939;"Jun";-1.5;48.92;18.75
1939;"Jul";8.1;29.21;-2.97
1939;"Aug";-0.5;48.2;19.69
1939;"Sep";-9.4;14.59;-11.64
1939;"Oct";-14.7;42.78;6.49
1939;"Nov";-8;53.73;6.42
1939;"Dec";-8.6;44.54;-27.36
1940;"Jan";-0.1;81.91;-18.98
1940;"Feb";-4.1;160.61;71.55
1940;"Mar";-10.6;81.31;6.59
1940;"Apr";-9.6;50.9;5.31
1940;"May";-14.5;15.78;-24.66
1940;"Jun";-19.3;12.03;-18.14
1940;"Jul";-15.4;12.64;-19.54
1940;"Aug";-18.5;19.26;-9.25
1940;"Sep";-19.6;20.78;-5.45
1940;"Oct";-18.4;8.47;-27.82
1940;"Nov";-6.7;36.53;-10.78
1940;"Dec";-29.4;58.86;-13.04
1941;"Jan";-9.7;188.11;87.22
1941;"Feb";-15.4;52.81;-36.25
1941;"Mar";-10.6;133.17;58.45
1941;"Apr";-11.2;39.89;-5.7
1941;"May";-6.6;28.14;-12.3
1941;"Jun";-14.4;44.43;14.26
1941;"Jul";-20.6;15.93;-16.25
1941;"Aug";-19.1;11.94;-16.57
1941;"Sep";-8.2;16.06;-10.17
1941;"Oct";-20.2;20.29;-16
1941;"Nov";-9.3;47.7;0.39
1941;"Dec";-8.6;30.82;-41.08
1942;"Jan";-13;40.32;-60.57
1942;"Feb";-3.6;122;32.94
1942;"Mar";-5.8;29.01;-45.71
1942;"Apr";-5.5;32.98;-12.61
1942;"May";5.2;53;12.56
1942;"Jun";8.3;39.25;9.08
1942;"Jul";-1;39.23;7.05
1942;"Aug";4;19.47;-9.04
1942;"Sep";8.7;19.7;-6.53
1942;"Oct";8.5;45.27;8.98
1942;"Nov";-4;46.55;-0.76
1942;"Dec";13.8;141.57;69.67
1943;"Jan";9.4;59.45;-41.44
1943;"Feb";10.5;100.4;11.34
1943;"Mar";4;25.8;-48.92
1943;"Apr";13.5;36.03;-9.56
1943;"May";2.8;30.73;-9.71
1943;"Jun";-7.9;22.84;-7.33
1943;"Jul";2.9;17.14;-15.04
1943;"Aug";7.8;27.56;-0.95
1943;"Sep";5.7;46.74;20.51
1943;"Oct";9.1;33.64;-2.65
1943;"Nov";3.9;45.41;-1.9
1943;"Dec";-8.6;59.6;-12.3
1944;"Jan";-8.2;61.63;-39.26
1944;"Feb";3.9;129.68;40.62
1944;"Mar";5.6;43.32;-31.4
1944;"Apr";-5.5;24.56;-21.03
1944;"May";-1.1;34.22;-6.22
1944;"Jun";-3.9;21.28;-8.89
1944;"Jul";-8.9;38.88;6.7
1944;"Aug";3.3;30.49;1.98
1944;"Sep";2.6;13.04;-13.19
1944;"Oct";-8.6;15.85;-20.44
1944;"Nov";-6.7;21.07;-26.24
1944;"Dec";4.2;71.38;-0.52
1945;"Jan";5.1;64.98;-35.91
1945;"Feb";6.3;83.03;-6.03
1945;"Mar";13.2;71.52;-3.2
1945;"Apr";-7.1;28.7;-16.89
1945;"May";-0.3;30.65;-9.79
1945;"Jun";8.3;56.12;25.95
1945;"Jul";3.5;41.28;9.1
1945;"Aug";11.7;28.1;-0.41
1945;"Sep";8.7;14.71;-11.52
1945;"Oct";2.4;31.67;-4.62
1945;"Nov";-3.4;26.09;-21.22
1945;"Dec";6.7;48.78;-23.12
1946;"Jan";-2.5;139.49;38.6
1946;"Feb";4.4;101.95;12.89
1946;"Mar";-2;54.47;-20.25
1946;"Apr";-9.6;20.21;-25.38
1946;"May";-11.4;11.84;-28.6
1946;"Jun";-9.6;18.19;-11.98
1946;"Jul";-10.2;20.7;-11.48
1946;"Aug";-4.4;13.58;-14.93
1946;"Sep";-16;21.53;-4.7
1946;"Oct";-12.3;13.96;-22.33
1946;"Nov";-1.4;34.52;-12.79
1946;"Dec";-5.5;61.97;-9.93
1947;"Jan";-4.9;42.53;-58.36
1947;"Feb";-4.1;154.55;65.49
1947;"Mar";11.6;100.74;26.02
1947;"Apr";-4.6;21.23;-24.36
1947;"May";-13.7;21.64;-18.8
1947;"Jun";2.6;26.2;-3.97
1947;"Jul";9.4;25.92;-6.26
1947;"Aug";7.2;47.29;18.78
1947;"Sep";11.7;53.71;27.48
1947;"Oct";-1.9;39.1;2.81
1947;"Nov";9.2;54.25;6.94
1947;"Dec";5.2;95.63;23.73
1948;"Jan";-3;60.93;-39.96
1948;"Feb";-2.7;69.81;-19.25
1948;"Mar";-4.1;55.09;-19.63
1948;"Apr";2.8;30.21;-15.38
1948;"May";3.6;37.28;-3.16
1948;"Jun";-4.7;52.08;21.91
1948;"Jul";0.9;24.15;-8.03
1948;"Aug";-4.4;12.88;-15.63
1948;"Sep";-7.6;23.32;-2.91
1948;"Oct";6.1;20.87;-15.42
1948;"Nov";4.6;32.38;-14.93
1948;"Dec";-5.5;74.69;2.79
1949;"Jan";-7.3;70.36;-30.53
1949;"Feb";2;127.61;38.55
1949;"Mar";5.6;147.1;72.38
1949;"Apr";1.2;25.91;-19.68
1949;"May";-5.8;26.31;-14.13
1949;"Jun";-12;26.12;-4.05
1949;"Jul";-1.7;20.73;-11.45
1949;"Aug";-4.4;13.23;-15.28
1949;"Sep";2;36.83;10.6
1949;"Oct";5.4;88.89;52.6
1949;"Nov";-6;55.29;7.98
1949;"Dec";7.7;46.91;-24.99
1950;"Jan";5.1;99.95;-0.94
1950;"Feb";17.6;146.63;57.57
1950;"Mar";17.6;161.74;87.02
1950;"Apr";16.8;83.15;37.56
1950;"May";7.6;40.03;-0.41
1950;"Jun";26.9;68.49;38.32
1950;"Jul";21.1;83.71;51.53
1950;"Aug";12.3;20.13;-8.38
1950;"Sep";6.9;29.65;3.42
1950;"Oct";17.1;79.67;43.38
1950;"Nov";12.5;114.01;66.7
1950;"Dec";23;87.51;15.61
1951;"Jan";16.5;166.43;65.54
1951;"Feb";9.6;64.2;-24.86
1951;"Mar";-1.4;34.37;-40.35
1951;"Apr";-1.3;18.71;-26.88
1951;"May";-6.6;24.26;-16.18
1951;"Jun";5;47.25;17.08
1951;"Jul";-8.2;20.34;-11.84
1951;"Aug";-0.5;26.41;-2.1
1951;"Sep";-7;21.49;-4.74
1951;"Oct";-8;25.22;-11.07
1951;"Nov";-3.4;20.05;-27.26
1951;"Dec";-3;35.82;-36.08
1952;"Jan";-9.2;66.66;-34.23
1952;"Feb";-7.9;55.95;-33.11
1952;"Mar";0.2;51.05;-23.67
1952;"Apr";-8.8;62.64;17.05
1952;"May";6;54.41;13.97
1952;"Jun";7.4;47.64;17.47
1952;"Jul";3.5;28.3;-3.88
1952;"Aug";-3.7;37.5;8.99
1952;"Sep";-3.4;20.63;-5.6
1952;"Oct";1.8;61.95;25.66
1952;"Nov";-0.7;50.08;2.77
1952;"Dec";-12.6;47.49;-24.41
1953;"Jan";2.2;145.37;44.48
1953;"Feb";-6;124.83;35.77
1953;"Mar";-5.8;33.11;-41.61
1953;"Apr";-0.5;28.09;-17.5
1953;"May";-31.9;29.98;-10.46
1953;"Jun";-2.3;15.37;-14.8
1953;"Jul";-1;16.45;-15.73
1953;"Aug";-17.2;41.66;13.15
1953;"Sep";-13;21.24;-4.99
1953;"Oct";-0.1;37.01;0.72
1953;"Nov";-2;35.4;-11.91
1953;"Dec";-4;37.19;-34.71
1954;"Jan";6;131.48;30.59
1954;"Feb";-3.6;173.81;84.75
1954;"Mar";-0.9;56.56;-18.16
1954;"Apr";6.9;48.83;3.24
1954;"May";4.4;13.75;-26.69
1954;"Jun";-1.5;29.95;-0.22
1954;"Jul";4.2;39.27;7.09
1954;"Aug";10.4;33.18;4.67
1954;"Sep";4.5;19.64;-6.59
1954;"Oct";1.8;70.15;33.86
1954;"Nov";3.9;49.93;2.62
1954;"Dec";12.8;63.68;-8.22
1955;"Jan";-5.4;88.14;-12.75
1955;"Feb";15.2;174.27;85.21
1955;"Mar";2.9;123.54;48.82
1955;"Apr";-3;53.03;7.44
1955;"May";13.1;89.21;48.77
1955;"Jun";16.4;29.09;-1.08
1955;"Jul";19.2;37.21;5.03
1955;"Aug";14.9;33.08;4.57
1955;"Sep";14.1;22.69;-3.54
1955;"Oct";15.2;64.44;28.15
1955;"Nov";15.1;34.39;-12.92
1955;"Dec";9.3;48.28;-23.62
1956;"Jan";11.3;130.78;29.89
1956;"Feb";12.4;173.47;84.41
1956;"Mar";9.4;172.1;97.38
1956;"Apr";11.1;58.76;13.17
1956;"May";17.9;71.92;31.48
1956;"Jun";12.3;69.59;39.42
1956;"Jul";12.6;62.35;30.17
1956;"Aug";11;22.89;-5.62
1956;"Sep";0.2;25.58;-0.65
1956;"Oct";18.3;40.76;4.47
1956;"Nov";1.9;38.29;-9.02
1956;"Dec";10.3;115.05;43.15
1957;"Jan";5.6;92.03;-8.86
1957;"Feb";-2.2;83.77;-5.29
1957;"Mar";-0.9;73.78;-0.94
1957;"Apr";1.2;25.87;-19.72
1957;"May";-12.2;10.32;-30.12
1957;"Jun";-2.3;39.3;9.13
1957;"Jul";0.9;31.43;-0.75
1957;"Aug";-9.5;20.86;-7.65
1957;"Sep";-10.6;9.98;-16.25
1957;"Oct";-1.3;23.56;-12.73
1957;"Nov";-11.9;30.84;-16.47
1957;"Dec";-3.5;40.67;-31.23
1958;"Jan";-16.8;86.51;-14.38
1958;"Feb";-6.9;95.03;5.97
1958;"Mar";-1.4;72.61;-2.11
1958;"Apr";1.2;54.52;8.93
1958;"May";-8.2;34.44;-6
1958;"Jun";0.2;49.92;19.75
1958;"Jul";2.2;20.87;-11.31
1958;"Aug";7.8;32.82;4.31
1958;"Sep";-3.4;22.81;-3.42
1958;"Oct";-1.9;39.03;2.74
1958;"Nov";-4.7;42.23;-5.08
1958;"Dec";-6.5;63.52;-8.38
1959;"Jan";-8.7;128.01;27.12
1959;"Feb";-14;75.14;-13.92
1959;"Mar";8.4;90.45;15.73
1959;"Apr";3.6;38.82;-6.77
1959;"May";2.8;35.06;-5.38
1959;"Jun";-6.3;18.92;-11.25
1959;"Jul";-5;26.42;-5.76
1959;"Aug";-5;17.05;-11.46
1959;"Sep";0.2;23.05;-3.18
1959;"Oct";4.2;45.49;9.2
1959;"Nov";11.1;36.34;-10.97
1959;"Dec";8.2;86.49;14.59
1960;"Jan";0.3;83.11;-17.78
1960;"Feb";-2.2;95.65;6.59
1960;"Mar";5.6;43.71;-31.01
1960;"Apr";7.8;30.89;-14.7
1960;"May";5.2;56.01;15.57
1960;"Jun";-2.3;18.32;-11.85
1960;"Jul";4.8;38;5.82
1960;"Aug";6.6;22.6;-5.91
1960;"Sep";6.9;31.22;4.99
1960;"Oct";-0.7;22.81;-13.48
1960;"Nov";7.2;56.31;9
1960;"Dec";6.7;70.86;-1.04
1961;"Jan";-2.5;52.19;-48.7
1961;"Feb";6.3;82.59;-6.47
1961;"Mar";-20.9;45.07;-29.65
1961;"Apr";9.4;38.48;-7.11
1961;"May";1.3;14.32;-26.12
1961;"Jun";-3.1;21.74;-8.43
1961;"Jul";2.2;32.22;0.04
1961;"Aug";0.1;23.2;-5.31
1961;"Sep";0.8;12.51;-13.72
1961;"Oct";-5;27.84;-8.45
1961;"Nov";7.2;84.01;36.7
1961;"Dec";13.8;75.67;3.77
1962;"Jan";17;127.43;26.54
1962;"Feb";5.3;85.59;-3.47
1962;"Mar";-1.4;68.06;-6.66
1962;"Apr";1.2;35.36;-10.23
1962;"May";12.3;34.06;-6.38
1962;"Jun";5;27.43;-2.74
1962;"Jul";-0.4;31.7;-0.48
1962;"Aug";4.6;27.07;-1.44
1962;"Sep";5.1;31.41;5.18
1962;"Oct";10.3;26.39;-9.9
1962;"Nov";5.2;26.45;-20.86
1962;"Dec";0.6;106.07;34.17
1963;"Jan";9.4;123.15;22.26
1963;"Feb";3;78.9;-10.16
1963;"Mar";7.3;131;56.28
1963;"Apr";6.1;56.38;10.79
1963;"May";2.8;47.4;6.96
1963;"Jun";-9.6;31.21;1.04
1963;"Jul";-1;19.47;-12.71
1963;"Aug";-2.4;34.61;6.1
1963;"Sep";-5.2;22.1;-4.13
1963;"Oct";-12.9;22.62;-13.67
1963;"Nov";-9.3;35.73;-11.58
1963;"Dec";-11.6;46.68;-25.22
1964;"Jan";-4;94.74;-6.15
1964;"Feb";-0.3;80.33;-8.73
1964;"Mar";8.4;72.15;-2.57
1964;"Apr";13.5;42.87;-2.72
1964;"May";2.8;33.58;-6.86
1964;"Jun";7.4;30.75;0.58
1964;"Jul";6.8;36.21;4.03
1964;"Aug";14.3;22.28;-6.23
1964;"Sep";14.1;52.95;26.72
1964;"Oct";12.8;56.93;20.64
1964;"Nov";2.6;39.7;-7.61
1964;"Dec";-3;65;-6.9
1965;"Jan";-4;50.52;-50.37
1965;"Feb";1.6;25.2;-63.86
1965;"Mar";2.9;56.88;-17.84
1965;"Apr";-12.9;35.15;-10.44
1965;"May";-0.3;21.62;-18.82
1965;"Jun";-12.8;22.88;-7.29
1965;"Jul";-22.6;25.24;-6.94
1965;"Aug";-11.4;25.57;-2.94
1965;"Sep";-14.2;20.21;-6.02
1965;"Oct";-11.1;22.19;-14.1
1965;"Nov";-17.9;23.42;-23.89
1965;"Dec";1.6;99.21;27.31
1966;"Jan";-12;94.72;-6.17
1966;"Feb";-4.1;53.44;-35.62
1966;"Mar";-13.9;37.92;-36.8
1966;"Apr";-7.1;16.2;-29.39
1966;"May";-9;20.03;-20.41
1966;"Jun";1;25.89;-4.28
1966;"Jul";-1;21.38;-10.8
1966;"Aug";4;55.5;26.99
1966;"Sep";-2.2;26.52;0.29
1966;"Oct";-2.5;32.11;-4.18
1966;"Nov";-0.1;54.24;6.93
1966;"Dec";-4;49.58;-22.32
1967;"Jan";14.6;57.33;-43.56
1967;"Feb";12.9;89.02;-0.04
1967;"Mar";7.8;93.59;18.87
1967;"Apr";-3;9.57;-36.02
1967;"May";-3.5;21.98;-18.46
1967;"Jun";6.6;76.21;46.04
1967;"Jul";1.6;16;-16.18
1967;"Aug";5.9;26.87;-1.64
1967;"Sep";5.1;11.59;-14.64
1967;"Oct";-0.1;27.9;-8.39
1967;"Nov";-4;22.92;-24.39
1967;"Dec";-5.5;51.34;-20.56
1968;"Jan";4.1;129.48;28.59
1968;"Feb";9.6;116.08;27.02
1968;"Mar";-3;50.03;-24.69
1968;"Apr";-3;54.93;9.34
1968;"May";14.7;81.63;41.19
1968;"Jun";12.3;17.06;-13.11
1968;"Jul";7.4;35.64;3.46
1968;"Aug";0.1;32.64;4.13
1968;"Sep";-2.8;15.87;-10.36
1968;"Oct";-1.9;18.66;-17.63
1968;"Nov";-3.4;24.68;-22.63
1968;"Dec";2.1;58.25;-13.65
1969;"Jan";-13.5;58.46;-42.43
1969;"Feb";-6.9;65.71;-23.35
1969;"Mar";1.8;75.96;1.24
1969;"Apr";-8.8;23.01;-22.58
1969;"May";-6.6;39.82;-0.62
1969;"Jun";-0.6;27.63;-2.54
1969;"Jul";-6.9;28.35;-3.83
1969;"Aug";-4.4;23.62;-4.89
1969;"Sep";-10.6;22;-4.23
1969;"Oct";-11.7;43.12;6.83
1969;"Nov";-0.1;39.56;-7.75
1969;"Dec";3.7;75.52;3.62
1970;"Jan";-10.1;75.68;-25.21
1970;"Feb";-10.7;76.69;-12.37
1970;"Mar";1.8;72.78;-1.94
1970;"Apr";-4.6;39.68;-5.91
1970;"May";2.1;15.59;-24.85
1970;"Jun";9.9;15.79;-14.38
1970;"Jul";-5.6;11.24;-20.94
1970;"Aug";4;30.28;1.77
1970;"Sep";12.9;50.42;24.19
1970;"Oct";10.3;28.22;-8.07
1970;"Nov";19.7;60.77;13.46
1970;"Dec";17.4;101.87;29.97
1971;"Jan";2.7;86.13;-14.76
1971;"Feb";15.7;135.68;46.62
1971;"Mar";19.2;118.74;44.02
1971;"Apr";22.6;62.87;17.28
1971;"May";9.2;22.69;-17.75
1971;"Jun";2.6;22.04;-8.13
1971;"Jul";1.6;29.76;-2.42
1971;"Aug";14.9;37.45;8.94
1971;"Sep";15.9;26.95;0.72
1971;"Oct";17.7;29.27;-7.02
1971;"Nov";7.2;51.67;4.36
1971;"Dec";2.1;85.74;13.84
1972;"Jan";3.7;117.6;16.71
1972;"Feb";8.2;102.73;13.67
1972;"Mar";2.4;86.68;11.96
1972;"Apr";-5.5;29.88;-15.71
1972;"May";-16.1;24.1;-16.34
1972;"Jun";-12;13.81;-16.36
1972;"Jul";-18.6;12.3;-19.88
1972;"Aug";-8.9;22.87;-5.64
1972;"Sep";-14.8;13.1;-13.13
1972;"Oct";-11.1;36.91;0.62
1972;"Nov";-3.4;51.81;4.5
1972;"Dec";-12.1;26.93;-44.97
1973;"Jan";-3;87.01;-13.88
1973;"Feb";-13.5;172.36;83.3
1973;"Mar";0.8;89.45;14.73
1973;"Apr";-2.1;40.36;-5.23
1973;"May";2.8;25.09;-15.35
1973;"Jun";12.3;35.94;5.77
1973;"Jul";6.1;48.69;16.51
1973;"Aug";12.3;35.22;6.71
1973;"Sep";13.5;42.75;16.52
