"ID";"River_station";"CatchmentArea_km2";"XLambert.II";"YLambert.II";"Elevation";"first_data";"last_data";"Lat";"Lon";"HER_Original";"XG";"YG";"HER_Clustered";"S";"P10";"DD";"Zmean";"name2"
"O1076010";"LE QUIOULES à CHATEAU-VERDUN [RIETE 2]";52.8;543275;1745824;1110;1960;2008;42.71362313;1.64574888;1;541330.1875;1740198;1;53.00001;88.85725;802.13208;2090.3584;"Le Quioulès à Château-Verdun "
"O1464010";"Le Blau a Chalabre";67;573783;1775037;375;1961;2008;42.97777225;2.01583304;-9999;-9999;-9999;6;-9999;-9999;-9999;-9999;"Le Blau à Chalabre"
"O1584610";"Le Douctouyre à Vira [Engraviès]";131;553958;1782472;301;1968;2010;43.04355872;1.77264238;1;555100;1773396.625;1;145.00006;72.47007;1125.37244;623.82758;"Le Douctouyre à Dun "
"O2725010";"La Lauze à Sémézies-Cachan [Faget-Abbatial]";36;469855;1834191;187;1965;2006;43.49780024;0.72976526;14;466094.59375;1827121.75;11;37;58.77406;1093.43237;264.24326;"La Lauze à Sémézies-Cachan "
"O3006710";"La Goudech à Saint-Maurice-de-Ventalon [La Cépède]";10;715880;1927760;1008;1949;2010;44.34132667;3.7886332;8;715700;1926600;8;10;208.886;1732.5;1133.09998;"La Goudech à Saint-Maurice-de-Ventalon "
"O3011010";"LE TARN AU PONT-DE-MONTVERT [FONTCHALETTES]";67;713110;1929950;905;1948;2010;44.36147112;3.75442524;8;715977.625;1930962.625;8;67.00002;201.87671;1418.76123;1289.0448;"Le Tarn au Pont-de-Montvert "
"O3031010";"Le Tarn à Bédouès [Cocures]";189;702293;1928006;565;1961;2010;44.34566226;3.61845952;8;710965.625;1931574.75;8;173.99998;174.14667;1243.79883;1203.29309;"Le Tarn à Bédouès "
"O3035210";"Le Briançon aux Bondons [Cocures]";25;701830;1929120;591;1949;2010;44.35574611;3.61288496;8;701083.3125;1932083.375;8;24.00001;120.48417;1377.25;953.375;"Le Briançon aux Bondons "
"O3121010";"Le Tarn à Montbrun [Pont de Montbrun]";621;692591;1926545;480;1961;2009;44.33388064;3.49662631;8;703303.75;1924862.625;8;631.99963;153.07689;1122.46521;1014.96838;"Le Tarn à Montbrun "
"O3364010";"La Dourbie à Nant [Pont de Gardies]";300;676468;1897287;433;1962;2009;44.07277734;3.2902005;19;679117.8125;1889690;8;326.99991;137.54614;879.84406;845.95105;"La Dourbie à Nant "
"O3454310";"La Muze à Montjaux [St-Hippolyte]";112;646915;1897988;330;1968;2010;44.08167847;2.92172723;3;648203.375;1908067.75;3;118.00007;87.17365;985.67798;789.7627;"La Muze à Montjaux "
"O4102510";"L'AGOUT à FRAISSE-SUR-AGOUT";48;638444;1846445;792;1951;2009;43.61885697;2.81218802;8;642280;1847140;8;50;182.9626;1479.18005;995.09998;"L'Agout à Fraisse-sur-Agout"
"O4704030";"Le Dadou a Paulinet [St-Jean-de-Jeanne]";72;608382;1868950;413;1968;2008;43.82214053;2.44063835;-9999;-9999;-9999;3;-9999;-9999;-9999;-9999;"Le Dadou à Paulinet "
"O5042510";"LAveyron à Palmas [Pont de Manson]";270;640615;1933243;580;1968;2010;44.39906887;2.84599748;19;655131;1926197.25;8;271.00003;83.23937;510;798.78967;"L'Aveyron à Palmas "
"O5055010";"Le Serre a Coussergues [Resuenhe]";110;642715;1935107;580;1967;2008;44.41570528;2.87249626;-9999;-9999;-9999;3;-9999;-9999;-9999;-9999;"Le Serre à Coussergues "
"O5224010";"LAlzou à Villefranche-de-Rouergue [Barrage Cabal]";199;577091;1928453;405;1942;2010;44.35679769;2.04943182;3;587246.3125;1935032;3;201.00005;62.93537;1080.64673;478.07462;"L'Alzou à Villefranche-de-Rouergue "
"O5284310";"La Serene a Saint-Andre-de-Najac [Canabral]";103;576566;1912000;305;1968;2008;44.20883627;2.04362201;-9999;-9999;-9999;3;-9999;-9999;-9999;-9999;"La Serène à Saint-André-de-Najac "
"O5312910";"Le Viaur à Arques";138;637142;1923154;732;1953;2004;44.30854029;2.80168879;3;642637.75;1920354.75;3;138.00008;82.93036;864.52899;886.3551;"Le Viaur à Arques"
"O5344010";"LE VIOULOU à SALLES-CURAN [TREBONS-BAS]";57;638138;1912229;806;1960;2009;44.21025243;2.81333252;3;641800;1911266.625;3;60.00003;85.19767;913.98334;929.81665;"Le Vioulou à Salles-Curan "
"O5464310";"Le Giffou à Saint-Just-sur-Viaur [La Fabrèguerie]";175;607872;1900836;360;1968;2010;44.10880788;2.4347979;3;616821.8125;1898707;3;173.99998;70.53288;1257.47131;601.25861;"Le Giffou à Saint-Just-sur-Viaur "
"O6804630";"LOsse à Castex [Mielan]";10.2;436738;1823996;238;1965;2006;43.39935033;0.32427711;14;436500;1822000;11;8;57.75;953.375;288.375;"L'Osse à Castex "
"O7041510";"Le Lot à Balsièges [Bramonas]";465;686700;1943100;663;1966;2009;44.4834955;3.4257006;19;699188.9375;1945757.625;8;466.00018;93.64317;1001.38409;1110.49353;"Le Lot à Balsièges "
"O7354010";"LA LANDER à SAINT-GEORGES";310;662432;2001559;749;1956;2009;45.01185201;3.12825735;3;656496.8125;2006264.75;3;301.99994;68.20377;904.4801;975.07947;"La Lander à Saint-Georges"
"O7444010";"LE BES à SAINT-JUERY";283;659260;1980900;917;1956;2009;44.82631849;3.08554144;3;656265.9375;1964897.125;3;282.00003;89.02819;1055.82983;1204.36523;"Le Bès à Saint-Juéry"
"O8113510";"Le Célé à Figeac [Merlançon]";676;572041;1954232;182;1950;2004;44.58843879;1.98468901;3;585675.625;1969959;3;705.99994;73.18612;1172.31592;475.59491;"Le Célé à Figeac "
"P0115010";"La Burande [ou ru de Burons] à la Tour-dAuvergne";19.8;628113;2058757;905;1944;2010;45.5286377;2.6963814;3;631500;2059441.125;3;17;73.65353;928.47058;1199.23535;"La Burande à la Tour-d'Auvergne"
"P0115020";"La Burande [ou ru de Burons] à Singles";85;616100;2060400;557;1960;2009;45.54380681;2.54267711;3;625697.6875;2059127.5;3;85.99998;68.62756;1013.11627;979.7442;"La Burande "
"P0364010";"La Santoire à Condat [Roche-Pointue]";172;632571;2037176;693;1916;2009;45.3342968;2.75198288;3;635326.625;2023633;3;173.00011;79.14925;1238.32373;1142.05786;"La Santoire à Condat "
"P0885010";"Le Mars à Bassignac [Pont de Vendes]";117;604018;2032932;366;1923;2010;45.29687866;2.38776553;3;614915.4375;2021161.75;3;130.00009;84.687;1201.39233;978.85382;"Le Mars à Bassignac "
"P1422510";"La Maronne à Sainte-Eulalie";112;603787;2013144;595;1934;2010;45.11887493;2.38466892;3;613276.8125;2013517.75;3;112.00004;86.14777;966.03571;974.76788;"La Maronne à Sainte-Eulalie"
"P1502510";"LA MARONNE à PLEAUX [ENCHANET]";513;588829;2009197;370;1961;2008;45.0832891;2.1947156;3;602580.6875;2008419.125;3;520.00012;77.01146;1115.95386;747.71344;"La Maronne à Pleaux "
"P2484010";"Le Céou à Saint-Cybranet";603;507732;1977200;74;1968;2010;44.78941511;1.17113212;11;520882.0625;1965945.625;11;547.00018;69.48671;450.55576;261.93054;"Le Céou à Saint-Cybranet"
"P3021010";"LA VEZERE à BUGEAT";143;567826;2067161;675;1951;2009;45.60405854;1.92417444;21;574750;2066874.625;13;143.99994;73.56743;1338.60413;836.27777;"La Vézère à Bugeat"
"P3234010";"La Loyre à Voutezac";103;527723;2034382;145;1968;2010;45.30611749;1.41513717;21;528846.9375;2042234.625;13;98.00006;75.72826;960.78571;356.78571;"La Loyre à Voutezac "
"P3264310";"Le Roseix à Vars-sur-Roseix";58;524962;2029522;115;1968;2010;45.26210417;1.38069626;21;518940.6875;2034567.625;13;59.00003;65.28949;1039.74573;239.06779;"Le Roseix à Vars-sur-Roseix"
"P4271010";"La Vezere a Campagne";3736;491210;1990201;51;1967;2008;44.90393229;0.95960626;-9999;-9999;-9999;11;-9999;-9999;-9999;-9999;"La Vézère à Campagne"
"P5715010";"LEngranne à Baigneaux";30;400832;1972527;33;1966;2010;44.72488969;-0.17654747;14;399630.4375;1969195.625;11;22.99999;64.45261;834.86957;71.56522;"L'Engranne à Baigneaux"
"P8012510";"La Dronne à Saint-Pardoux-la-Rivière [Le Manet]";140;476000;2058526;150;1966;2010;45.51586532;0.74967791;21;488226.65625;2067090;13;139.00002;67.71346;907.48199;354.259;"La Dronne à Champs-Romain "
"Q0214010";"LÉchez à Louey";89.6;411498;1799772;333;1968;2010;43.17552269;0.02214005;14;411347.0625;1791405.75;11;84.99996;75.58376;1451.07056;575.30591;"L'Échez à Louey"
"Q0522520";"LArros à Gourgue";173;430674;1794338;292;1968;2010;43.13153393;0.25923129;1;430668.53125;1786297.75;1;178.00011;76.67365;1289.61792;644.25842;"L'Arros à Gourgue"
"Q5501010";"LE GAVE DE PAU à BERENX [PONT DE BERENX]";2575;341740;1839321;38;1923;2010;43.508747;-0.85324282;1;387821.1875;1791019.5;1;2586.99951;73.20486;1343.09509;929.58484;"Le Gave de Pau à Bérenx "
"Q6142910";"Le Gave dOssau à Oloron-Sainte-Marie [Oloron-Ste-Croix]";488;361173;1802909;215;1912;2010;43.1885972;-0.59667631;1;373713.96875;1779026.375;1;504.99973;90.91974;1096.10693;1314.15649;"Le Gave d'Ossau à Oloron-Sainte-Marie "
"Q7002910";"Le Gave dOloron à Oloron-Sainte-Marie [Oloron-SNCF]";1085;360293;1804085;204;1912;2010;43.19886035;-0.60801527;1;365899.875;1778849.375;1;1132.99939;87.4045;1073.69897;1248.74048;"Le Gave d'Oloron à Oloron-Sainte-Marie "
"Q7322510";"Le Saison à Mauléon-Licharre";480;338837;1810273;129;1967;2010;43.24686872;-0.87440672;1;334681.28125;1791011.125;1;490.99997;80.81748;1283.13647;716.0611;"Le Saison à Mauléon-Licharre "
"Q9164610";"LA NIVE DES ALDUDES à SAINT-ÉTIENNE-DE-BAIGORRY";156;300932;1804972;144;1920;2010;43.18437142;-1.33676564;1;294359.875;1794608.125;1;157;94.60991;668.85986;686.24207;"La Nive des Aldudes à Saint-Étienne-de-Baïgorry"
"S2235610";"Le Bouron a Belin-Beliet [Moulin du Moine]";36;352354;1945375;23;1967;2008;44.46525637;-0.77411011;-9999;-9999;-9999;11;-9999;-9999;-9999;-9999;"Le Bouron à Belin-Béliet "
"S2242510";"LEyre à Salles";1650;344977;1954894;14;1967;2010;44.54812561;-0.87154963;13;358899.40625;1927493.375;11;1666.99988;66.89982;1210.71741;75.57349;"L'Eyre à Salles"
"U0415010";"Le Breuchin à la Proiselière-et-Langle";123;911688;2322469;343;1967;2010;47.82731563;6.50110941;4;919163.875;2327008;4;121.99998;72.02074;1110.21313;574.36066;"Le Breuchin à la Proiselière-et-Langle"
"U0474010";"La Lanterne à Fleurey-lès-Faverney";1020;880330;2312100;211;1964;2010;47.74835054;6.07620498;10;902807.5;2326448.75;10;1021;62.73454;1080.3595;395.67972;"La Lanterne à Fleurey-lès-Faverney"
"U1004010";"LOgnon à Servance [Fourguenons]";73.5;924288;2320413;380;1968;2010;47.80273169;6.66761716;4;928226;2322801.25;4;73.00005;90.11028;1297.21924;696.94519;"L'Ognon à Servance "
"U1054010";"LOgnon à Beaumotte-Aubertans";1250;889978;2275556;229;1967;2010;47.41585576;6.18088801;10;909890.8125;2296539;10;1327.99976;61.97952;891.64081;381.69653;"L'Ognon à Beaumotte-Aubertans"
"U1084010";"L'Ognon a Pesmes";2038;842600;2259780;185;1963;2008;47.29319953;5.54501357;-9999;-9999;-9999;10;-9999;-9999;-9999;-9999;"L'Ognon à Pesmes"
"U1224010";"La Tille a Arceau [Arcelot]";700;815388;2267613;223;1966;2008;47.37304117;5.18921606;-9999;-9999;-9999;10;-9999;-9999;-9999;-9999;"La Tille à Arceau "
"U1224020";"La Tille a Cessey-sur-Tille";744;817903;2257400;201;1962;2008;47.28040834;5.21754141;-9999;-9999;-9999;10;-9999;-9999;-9999;-9999;"La Tille à Cessey-sur-Tille"
"U1235020";"La Norges à Genlis";264;818337;2252688;196;1963;2010;47.23790686;5.22098967;15;809507.375;2268314.75;10;264.00003;60.05034;874.0379;267.2803;"La Norges à Genlis"
"U1324010";"LOuche à Plombières-lès-Dijon";655;799810;2262580;243;1964;2010;47.33269362;4.98081498;10;782290.375;2250670.75;10;649.00012;60.41627;530.9245;451.81049;"L'Ouche à Plombières-lès-Dijon"
"U2356610";"Le Rupt à Dung";42.2;932546;2287200;322;1968;2010;47.50034009;6.75278479;10;929476.75;2290825.75;10;42.99999;60.32465;442.11627;383.32559;"Le Rupt à Dung"
"U2615830";"Le Lison a Myon";217;875104;2232091;317;1967;2008;47.0316532;5.95746302;-9999;-9999;-9999;5;-9999;-9999;-9999;-9999;"Le Lison à Myon"
"U2634010";"La Loue à Champagne-sur-Loue";1380;864228;2232923;237;1963;2010;47.04354668;5.81498734;5;884983.6875;2232211.5;5;1325.00037;68.57671;337.79547;597.93359;"La Loue à Champagne-sur-Loue"
"U2722010";"Le Doubs a Neublans-Abergement";7290;829497;2218021;181;1966;2008;46.92249769;5.35073249;-9999;-9999;-9999;5;-9999;-9999;-9999;-9999;"Le Doubs à Neublans-Abergement"
"U3214010";"La Grosne à Jalogny [Cluny]";332;777773;2158620;244;1968;2010;46.40414807;4.64890631;3;770235;2147909.5;3;331.99994;61.25093;585;477.02109;"La Grosne à Jalogny "
"U4014010";"La Reyssouze a Montagnat";84.4;828000;2134440;237;1966;2008;46.17159095;5.28987121;-9999;-9999;-9999;5;-9999;-9999;-9999;-9999;"La Reyssouze à Montagnat"
"U4204010";"La Veyle à Lent";34;821172;2128399;251;1968;2010;46.11954897;5.19865865;15;823000;2120416.5;5;36;80.98361;1053.94446;294.58334;"La Veyle à Lent"
"U4235010";"Le Renon à Neuville-les-Dames";102;805475;2131990;218;1969;2010;46.15679667;4.99726173;15;813313.75;2118156.75;5;102;76.29588;874.73529;278.70587;"Le Renon à Neuville-les-Dames"
"U4624010";"LAzergues à Châtillon";336;779068;2099730;206;1970;2010;45.87420453;4.64327332;3;767115.5625;2114656.25;3;346.00003;67.32685;1000.3266;530.20807;"L'Azergues à Châtillon"
"U4635010";"La Brévenne à Sain-Bel";219;775900;2092570;236;1969;2010;45.81064294;4.59983196;3;768036.3125;2084070;3;207.00002;66.48628;1018.93237;552.76813;"La Brévenne à Sain-Bel"
"U4644010";"LAzergues à Lozanne";792;782561;2098097;194;1965;2010;45.85858842;4.68761421;3;767914.5625;2101385.25;3;837;68.16341;955.15771;518.59021;"L'Azergues à Lozanne"
"V0222010";"L'ARVE à ARTHAZ-PONT-NOTRE-DAME";1664;903809;2135428;410;1961;2009;46.15060129;6.27104587;5;933892.1875;2120230;5;1654.00037;80.5826;1088.88147;1525.89355;"L'Arve à Arthaz-Pont-Notre-Dame"
"V1015010";"La Valserine à Lélex [Niaizet]";85;876217;2148835;846;1966;2010;46.28295524;5.92214601;5;880970.5625;2156429.25;5;84.99996;101.31718;312.15295;1260.02356;"La Valserine à Lélex "
"V1015030";"La Valserine à Chézery-Forens [Chézery]";119;872108;2141627;572;1960;2010;46.21984344;5.86468233;5;878756.125;2152723.25;5;121.00008;102.3657;561.39667;1210.32227;"La Valserine à Chézery-Forens "
"V1255010";"Le Chéran à Allèves [La Charniaz]";249;893163;2087060;575;1950;2010;45.72065287;6.10339879;5;895575.375;2081099;5;251.99997;83.3017;962.84125;1168.51196;"Le Chéran à Allèves "
"V1264010";"LE FIER à VALLIERES";1350;878026;2106486;253;1948;2008;45.90159776;5.92055097;5;897357.8125;2099842;5;1343.99915;78.43723;1216.35864;938.84149;"Le Fier à Vallières"
"V1774010";"La Bourbre à Tignieu-Jameyzieu";703;819733;2083381;202;1909;2010;45.71526176;5.15914639;5;833764.4375;2069373.5;5;710.99957;78.35505;792.04498;378.11673;"La Bourbre à Tignieu-Jameyzieu"
"V2202010";"L'Ain a Marigny [Chalain]";650;862295;2193035;456;1962;2006;46.68580841;5.76667556;-9999;-9999;-9999;5;-9999;-9999;-9999;-9999;"L'Ain à Marigny "
"V2206010";"Le Hérisson à Doucier";49;863138;2188878;495;1957;2010;46.64811354;5.77530933;5;869083.3125;2186333.75;5;48;91.08437;401.4375;745.3125;"Le Hérisson à Doucier"
"V2322010";"L'AIN à CERNON [VOUGLANS]";1120;855930;2160689;329;1933;2008;46.39752674;5.66563692;5;872218.125;2190954.75;5;1214.99963;84.86533;486.82306;744.01892;"L'Ain à Cernon "
"V2414010";"La Bienne à Saint-Claude [Chenavier]";216;871370;2163479;423;1957;2009;46.41654501;5.86784497;5;882027.5625;2174474.5;5;271.00003;92.16469;311.59409;1048.44275;"La Bienne à Saint-Claude "
"V4145210";"La Glueyre à Gluiras [Tisoneche]";71;772593;1983373;411;1953;2010;44.82956264;4.51832425;8;765985.6875;1981785.625;8;69.99999;166.14743;1349.08569;818.65717;"La Glueyre à Gluiras "
"V4225010";"Le Bez à Châtillon-en-Diois";227;850100;1970791;558;1963;2010;44.69280794;5.49083022;7;855784.4375;1972109;7;225.00014;87.90982;942.74225;1281.84448;"Le Bez "
"V4275010";"La Gervanne à Beaufort-sur-Gervanne";108;822431;1978970;325;1966;2010;44.77575397;5.14586725;5;825577.625;1985257.375;5;102.99999;85.52048;1029.27185;798.03882;"La Gervanne à Beaufort-sur-Gervanne"
"V4414010";"Le Roubion à Soyans";186;812668;1961875;264;1965;2010;44.62516108;5.01530428;7;823745.9375;1958286.875;7;182.99997;97.73158;1305.79785;715.34973;"Le Roubion à Soyans"
"V4455010";"Le Jabron à Souspierre";85;809220;1951265;245;1965;2010;44.53084263;4.9674358;7;814625;1951374.75;7;80.00004;102.07313;1797.57495;517.21252;"Le Jabron à Souspierre"
"V7115010";"Le Gardon de Ste-Croix à Gabriac [Pont Ravagers]";47;710380;1910970;380;1955;2010;44.19126764;3.7160378;8;705802.3125;1914104.5;8;42.99999;176.43372;1376.46509;762.34882;"Le Gardon de Sainte-Croix à Gabriac "
"V7135010";"Le Gardon de St-Jean à Corbès [Roc Courbe]";263;730249;1898308;136;1967;2010;44.07402985;3.96101625;8;715787.75;1901143.875;8;264.00003;189.11568;1537.51135;526.38635;"Le Gardon de Saint-Jean à Corbès "
"X0310010";"LA DURANCE à EMBRUN [LA CLAPIERE]";2170;929808;1958813;787;1960;2009;44.55190508;6.48649854;2;940877.6875;1985902.625;2;2179.99951;71.24034;1263.84448;2105.68994;"La Durance à Embrun "
"X0434010";"L'UBAYE à BARCELONNETTE [ABATTOIR]";549;943997;1940897;1132;1904;2010;44.38415454;6.65232094;2;954434.1875;1950960.875;2;548.99969;68.51754;1224.94348;2196.45361;"L'Ubaye à Barcelonnette "
"X0454010";"L'UBAYE AU LAUZET-UBAYE [ROCHE ROUSSE]";946;923598;1947143;790;1960;2009;44.45001597;6.40091426;2;947123;1945843.125;2;944.99994;72.9324;1421.44653;2067.66138;"L'Ubaye au Lauzet-Ubaye "
"X0500010";"LA DURANCE à ESPINASSES [SERRE-PONCON]";3580;913894;1948917;652;1948;2008;44.47039163;6.28035752;2;940442.875;1971424.625;2;3589.99951;71.48083;1321.27527;2022.94348;"La Durance à Espinasses "
"X1225010";"Le Bes à la Javie [Esclangon-Péroure]";165;914929;1920792;805;1963;2010;44.21733504;6.27564786;7;917446.0625;1927512.125;7;167;79.92659;1862.21558;1441.4491;"Le Bes à la Javie "
"X2202010";"LE VERDON à DEMANDOLX [CASTILLON]";655;938004;1884354;790;1948;2008;43.87943214;6.53938897;2;939370.5;1909476.875;2;656.99982;88.41628;1536.39722;1647.12024;"Le Verdon à Demandolx "
"Y0655010";"Le Verdouble à Tautavel";305;633364;1756427;91;1967;2010;42.81031969;2.74358294;6;625411.5625;1765444.625;6;305.00009;133.07527;1605.59021;399.61966;"Le Verdouble à Tautavel"
"Y1012010";"L'Aude a Puyvalador";134;582695;1757104;1391;1947;2006;42.81696387;2.12545497;-9999;-9999;-9999;1;-9999;-9999;-9999;-9999;"L'Aude à Puyvalador"
"Y1105010";"Le Rebenty à Saint-Martin-Lys";136;591106;1756903;373;1934;2010;42.81531275;2.22807429;1;576534.375;1755610.5;1;145.00006;81.73959;693.48969;1056.99316;"Le Rebenty à Saint-Martin-Lys"
"Y1232010";"L'Aude a Carcassonne [Pont Neuf]";1770;601959;1801301;96;1968;2009;43.21420899;2.3606411;-9999;-9999;-9999;6;-9999;-9999;-9999;-9999;"L'Aude à Carcassonne "
"Y2015010";"LArre au Vigan [La Terrisse]";159;706128;1889650;187;1953;2010;44.00026508;3.65843021;8;697577.3125;1888077.375;8;167.99997;200.63452;1409.58923;686.09521;"L'Arre au Vigan "
"Y2035010";"La Vis a Saint-Laurent-le-Minier";332;708111;1882957;149;1960;2008;43.93979973;3.68169855;-9999;-9999;-9999;8;-9999;-9999;-9999;-9999;"La Vis à Saint-Laurent-le-Minier"
"Y2214010";"La Lergue à Lodève";228;679638;1858999;153;1959;2009;43.72825007;3.32373658;19;681191.5625;1868771;8;213.99997;179.94888;488.98132;626.94861;"La Lergue à Lodève"
"Y4002010";"LArc à Pourrières";49;874570;1837602;246;1963;2010;43.48721564;5.72668046;6;877202.125;1839031.875;6;46.99997;83.11149;1471.9574;394.02127;"L'Arc à Pourrières"
"Y4615020";"Le Réal Martin à la Crau [Decapris]";277;907341;1805595;29;1965;2010;43.18648442;6.11174782;6;913774.125;1813695.75;6;278.00003;118.98997;2102.36694;260.02847;"Le Réal Martin à la Crau "
"Y6432010";"Le Var a Malaussene [La Mescla]";1830;990538;1890624;170;1947;2007;43.90849813;7.19587256;-9999;-9999;-9999;7;-9999;-9999;-9999;-9999;"Le Var à Malaussène "
"Y8814010";"Le Rizzanese à Zoza";130;1162140;1659630;300;1968;2009;41.72579185;9.07606221;-9999;-9999;-9999;6;-9999;-9999;-9999;-9999;"Le Rizzanese à Zoza"
"Y9315010";"Le Fium-Alto a Taglio-Isolaccio [Acitaja]";114;1187690;1742380;35;1960;2009;42.44532743;9.47055257;-9999;-9999;-9999;6;-9999;-9999;-9999;-9999;"Le Fium-Alto à Taglio-Isolaccio "
